review,sentiment,Polaridad_Clustering,Topic_ID,Palabras_Clave,location,gender,date
It's 2024 and there's still no one key download all songs how could this possible,negativo,negativo,1,"keeps, open, data, trash, impossible, subscriptions, load, family, pathetic, download","San Diego, United States",male,2024-07-02
Impossible to get away from this app,negativo,negativo,1,"keeps, open, data, trash, impossible, subscriptions, load, family, pathetic, download","Austin, United States",male,2024-12-04
Doesn't show music when they release.,negativo,negativo,0,"time, password, problem, code, error, service, support, account, problems, login","Shenzhen, China",male,2023-04-06
"I didn't know what's the problem is!Can't able to select any payment option to pay. I have tried 4 months before from now, still facing the same issue. Do I need an Apple products to select the payment option?",negativo,negativo,4,"bugs, autoplay, downloaded, lossless, connection, samsung, issues, recommendations, lyrics, help","Dallas, United States",male,2024-07-02
I only have problem with the mobile app of apple music. Everything works fine in my PC but in mobile app so many glitches and bugs ... And my volume gets decreased suddenly when listening and even the volume bar stays right there but volume I'd lowered and can't get back even after alterngt the volume ...idk what's this,negativo,negativo,3,"update, phone, crashes, search, fine, recent, offline, pixel, android, list","Prague, Czech Republic",male,2022-11-23
Won't even start. Worthless app for Android.,negativo,negativo,2,"device, sign, buggy, poor, useless, audio, cancel, android, annoying, security","Boston, United States",male,2024-04-13
"a music app should play the music you pay a sub for. when the app performs as expected, I love it.. but if I can't listen to music, it fails at it primary function.and I expected to pay for a subscription with subpar performance. I'd gladly give the app a 5 if the performance issues are addressed",negativo,negativo,0,"time, password, problem, code, error, service, support, account, problems, login","Vienna, Austria",male,2023-03-06
Not interested,negativo,negativo,4,"bugs, autoplay, downloaded, lossless, connection, samsung, issues, recommendations, lyrics, help","Canberra, Australia",female,2025-08-16
horrible,negativo,negativo,0,"time, password, problem, code, error, service, support, account, problems, login","Rosario, Argentina",male,2025-06-27
"When it comes to logging in, Apple just overdid the security. I can't login because I have no Apple devices and they keep saying they sent code to my trusted devices and I have only one trusted device. when I log in anywhere, they send sms, when I log into that phone, boom, they send code somewhere. this is bad. uninstalled it and won't resubscribe.",negativo,negativo,0,"time, password, problem, code, error, service, support, account, problems, login","Ottawa, Canada",male,2024-09-19
"Worst app, that I have purchased the apple music subscription but it still show that I haven't purchased. That the app u have designed I am thinking is this apple are a fake company worst support to the your that the one star rating also waste to it ,if you clear my issue I can rewrite the review, I have all the proof of my payments and auto pay details too , what the heck with app I don't know",negativo,negativo,0,"time, password, problem, code, error, service, support, account, problems, login","Adelaide, Australia",female,2025-10-07
So... no iTunes without subscribing? I need to pay 119 kr per month to listen to my own music? I don't think I will.,negativo,negativo,0,"time, password, problem, code, error, service, support, account, problems, login","Lisbon, Portugal",male,2023-04-02
"Absolutely garbage app,,,,this is the reality of this company,,,,you can't simply login in this app,,,,it is really like you are climbing on mount averest....",negativo,negativo,0,"time, password, problem, code, error, service, support, account, problems, login","San Jose, United States",male,2025-01-13
good music,negativo,negativo,0,"time, password, problem, code, error, service, support, account, problems, login","San Diego, United States",male,2024-02-26
Can't access the link they sent me,negativo,negativo,0,"time, password, problem, code, error, service, support, account, problems, login","Vancouver, Canada",male,2025-01-30
Unable to use or start a trial as it doesn't have any option to add a payment method and other than the app it only allows adding a payment method via an apple device. I wonder why it even exists on android??,negativo,negativo,6,"payment, android, money, method, account, unable, option, auto, users, difficult","Rio de Janeiro, Brazil",male,2025-04-10
"A very failed and bad application, you are not fit to make an application 😒🤮🤮",negativo,negativo,0,"time, password, problem, code, error, service, support, account, problems, login","Nadi, Fiji",female,2025-10-15
Why do you have to pay... for music?!? That makes no sense at all. Weird app I'd rather used SoundCloud and that's saying something,negativo,negativo,6,"payment, android, money, method, account, unable, option, auto, users, difficult","Auckland, New Zealand",female,2025-11-02
Needs multi song delete and delete entire library. Its 2023 multi delete is a basic feature.,negativo,negativo,2,"device, sign, buggy, poor, useless, audio, cancel, android, annoying, security","Calgary, Canada",male,2024-07-21
I can't access payment method. Apple services worst in india. 👎,negativo,negativo,6,"payment, android, money, method, account, unable, option, auto, users, difficult","Auckland, New Zealand",female,2025-09-24
Apple music won't let me sign up,negativo,negativo,0,"time, password, problem, code, error, service, support, account, problems, login","Mexico City, Mexico",male,2024-03-09
The Android experience is virtually inexistent. No way to update for Movies Anywhere or redeem codes.,negativo,negativo,1,"keeps, open, data, trash, impossible, subscriptions, load, family, pathetic, download","Calgary, Canada",male,2025-02-15
it worked fine for almost a year then I kept getting signed out of my account and now It won't let me in at all even with the right password,negativo,negativo,0,"time, password, problem, code, error, service, support, account, problems, login","Boston, United States",male,2024-07-07
I like Spotify do much more it has lots more song to choose from,negativo,negativo,0,"time, password, problem, code, error, service, support, account, problems, login","Córdoba, Argentina",male,2025-07-25
I have an android and the app won't let me access the music I purchased on iTunes without a monthly fee. 😡 Bad customer service.,negativo,negativo,5,"access, devices, slow, trial, monthly, features, android, laggy, disappointed, cannot","Chennai, India",male,2023-05-03
No explicit songs filter,negativo,negativo,2,"device, sign, buggy, poor, useless, audio, cancel, android, annoying, security","Arequipa, Peru",male,2025-03-28
charges when it states free,negativo,negativo,4,"bugs, autoplay, downloaded, lossless, connection, samsung, issues, recommendations, lyrics, help","Bogotá, Colombia",male,2025-07-10
Couldn't play songs at all,negativo,negativo,5,"access, devices, slow, trial, monthly, features, android, laggy, disappointed, cannot","New York, United States",male,2025-02-12
Very bad music app,negativo,negativo,0,"time, password, problem, code, error, service, support, account, problems, login","Dubai, United Arab Emirates",male,2023-05-13
Randomly decides it doesn't actually want to serve you any high res content. You have to reset the entire app to fix it.,negativo,negativo,2,"device, sign, buggy, poor, useless, audio, cancel, android, annoying, security","Cancun, Mexico",male,2024-11-15
Apple not free,negativo,negativo,0,"time, password, problem, code, error, service, support, account, problems, login","La Paz, Bolivia",male,2025-06-16
Shazam refered me to apple but cannot download it it always say fix problems,negativo,negativo,0,"time, password, problem, code, error, service, support, account, problems, login","Guangzhou, China",male,2023-05-25
"omg, this app has so many issues..Won't delete a song, or it takes 10 times to delete it in the playlist, Playlist keeps rebooting, Won't play song I selected. Just horrible issues.",negativo,negativo,4,"bugs, autoplay, downloaded, lossless, connection, samsung, issues, recommendations, lyrics, help","Wellington, New Zealand",female,2025-12-02
Not connecting to my shazam,negativo,negativo,0,"time, password, problem, code, error, service, support, account, problems, login","Addis Ababa, Ethiopia",male,2023-10-30
"Uninstalling and reinstalling seems to be the only thing that works, but great music, it's just the app and all it's frustrating mishaps, ESPECIALLY WHEN IM DRIVING! I cannot stress this anymore, WHILE IM DRIVING IS THE ONLY TIME IT HAPPENS, like seriously? Do you want me to crash and die cause I was trying to fix this damn app.",negativo,negativo,2,"device, sign, buggy, poor, useless, audio, cancel, android, annoying, security","Beijing, China",male,2023-05-19
Unable to add payment method.,negativo,negativo,6,"payment, android, money, method, account, unable, option, auto, users, difficult","Philadelphia, United States",male,2024-11-06
Don't install,negativo,negativo,3,"update, phone, crashes, search, fine, recent, offline, pixel, android, list","Helsinki, Finland",male,2022-12-03
Ashish Kumar,negativo,negativo,0,"time, password, problem, code, error, service, support, account, problems, login","Chicago, United States",male,2024-09-27
"This app is litteraly dog aids. It tries to load tracks that already have been downloaded. And that's it. It won't play, just infinite loading. Also random crashes. Absolute buggy mess.",negativo,negativo,4,"bugs, autoplay, downloaded, lossless, connection, samsung, issues, recommendations, lyrics, help","Washington DC, United States",male,2024-03-13
Verum myr,negativo,negativo,0,"time, password, problem, code, error, service, support, account, problems, login","Nadi, Fiji",female,2025-11-04
Useless app,negativo,negativo,2,"device, sign, buggy, poor, useless, audio, cancel, android, annoying, security","Johannesburg, South Africa",male,2023-10-08
Why can't I stream music without downloading them first???,negativo,negativo,0,"time, password, problem, code, error, service, support, account, problems, login","Philadelphia, United States",male,2024-05-17
It completely unfair to charge for music you've owned for years. Now you want me to pay you to play it on your app. What a joke,negativo,negativo,5,"access, devices, slow, trial, monthly, features, android, laggy, disappointed, cannot","Rome, Italy",male,2022-11-30
"If I can't use apple music on my Samsung why then do you make it available on play store. Upon subscribing, they keep telling me my password is wrong",negativo,negativo,4,"bugs, autoplay, downloaded, lossless, connection, samsung, issues, recommendations, lyrics, help","Austin, United States",male,2024-03-20
Sound qwality of songs is very good but very very worst user experience. after free months uses I can't access app I tried so many attempts to login but totally third class service experience by Apple.,negativo,negativo,6,"payment, android, money, method, account, unable, option, auto, users, difficult","Los Angeles, United States",male,2024-11-08
i have bought many albums through apple music but you cant access them through this app 👎👎👎👎,negativo,negativo,5,"access, devices, slow, trial, monthly, features, android, laggy, disappointed, cannot","Delhi, India",male,2023-05-26
I thi,negativo,negativo,0,"time, password, problem, code, error, service, support, account, problems, login","Johannesburg, South Africa",male,2023-12-03
Subscription and payment has an issue. Hard to edit the payment and Subscription.,negativo,negativo,6,"payment, android, money, method, account, unable, option, auto, users, difficult","San Francisco, United States",male,2025-03-04
App was extemely slow to load on my LG V60. Tried reinstalling and it wouldn't even get past the loading screen. Horrible experience on Android!,negativo,negativo,0,"time, password, problem, code, error, service, support, account, problems, login","Mexico City, Mexico",male,2024-03-02
Not user friendly lately,negativo,negativo,3,"update, phone, crashes, search, fine, recent, offline, pixel, android, list","Tokyo, Japan",male,2023-08-17
Unbelievably Poor This app says that you can access your music library. That is not possible. Apple have tried to push people using non-apple hardware away from iTunes and onto Apple Music and Apple TV. This Apple music app is useless unless you subscribe. Why would I pay £10.99 per month to access music I have already paid for and to stream music? 🤷🏾‍♂️. The world is going mad. Accessing music use to be so simple and joyful. This is a subtle money grab.,negativo,negativo,2,"device, sign, buggy, poor, useless, audio, cancel, android, annoying, security","Lahore, Pakistan",male,2023-04-25
"You're killing me apple.. you're f%*+/&g killing me.. Why, WHY can't I play music that I've already downloaded when I don't have an Internet connection? Why, WHY does my playlist just stop playing at random and refuse to play ANY more music? Wifi, cellular, downloaded, doesn't matter. Sometimes clearing the cache fixes it for a while, sometimes it doesn't. What the hell is going on?",negativo,negativo,1,"keeps, open, data, trash, impossible, subscriptions, load, family, pathetic, download","Frankfurt, Germany",male,2022-11-26
So mMy problems not opening from Shazam,negativo,negativo,0,"time, password, problem, code, error, service, support, account, problems, login","Montevideo, Uruguay",male,2025-04-13
i cannot play my music,negativo,negativo,0,"time, password, problem, code, error, service, support, account, problems, login","Boston, United States",male,2024-04-18
I haven't experienced anything good 👎.. Signing in is such an headache.. the app keeps crushing so many times.. 🙁🙁🙁and it doesn't open up even the app music home page.. You know what I'm uninstalling this now!!! Never again,negativo,negativo,1,"keeps, open, data, trash, impossible, subscriptions, load, family, pathetic, download","Kampala, Uganda",male,2023-10-05
Can't manage subscriptions. Just a loading circle for eternity.,negativo,negativo,6,"payment, android, money, method, account, unable, option, auto, users, difficult","Frankfurt, Germany",male,2023-02-14
"Apple... where is my iTunes Smooth Criminal by Michael ""King of Pop"" Jackson? Pretty sure if your customers own music through iTunes would mean that they have it through this app regardless of phone operating system, iOS or not, your customers have the right to use the music they bought from you even without an Apple device.",negativo,negativo,6,"payment, android, money, method, account, unable, option, auto, users, difficult","Los Angeles, United States",male,2025-02-07
Literally useless. I'm trying to cancel a subscription and it just shows a white screen with a orange circle in the middle.... 😐,negativo,negativo,6,"payment, android, money, method, account, unable, option, auto, users, difficult","Bogotá, Colombia",male,2025-08-01
Why I have to pay for the music already is on library? I'm sure this app is selling our information because request a email and password to login and after not recognise my ID to download my own music. Plus I have to pay.,negativo,negativo,0,"time, password, problem, code, error, service, support, account, problems, login","Windhoek, Namibia",male,2023-11-19
Can't find a way to turn the radio off. Song pause and play still disp l at.,negativo,negativo,1,"keeps, open, data, trash, impossible, subscriptions, load, family, pathetic, download","Calgary, Canada",male,2024-03-14
App is not good better than wink music. Free set hellotone all time Wink music my favourite app,negativo,negativo,0,"time, password, problem, code, error, service, support, account, problems, login","Queenstown, New Zealand",female,2025-11-11
"I'm honestly surprised! It's so much better than i expected, Impressive sound quality and a huge music library.. My main issue with Apple music is the search engines, you have to spell the song's name 100% correct and as non-native English speaker it makes finding a song little bit harder because I have to use Google to get the right spelling, Overall a really good experience and a beautiful and simple UI 10/10 Highly recommended!",negativo,negativo,0,"time, password, problem, code, error, service, support, account, problems, login","Accra, Ghana",male,2023-09-25
"I'm not an apple hardware owner. I'd been looking for a good alternative to Spotify which charges too much / month for a family plan. From beginning, I found nothing but problems. I have to use 2 factor authentication repeatedly for setting things up and on the final stages of creating a child profile, get notification of ""invalid security code"" (what security code?) All users need unique cell numbers. Way too many hurdles just to create an account and play music. Going to tidal, wasted time.",negativo,negativo,1,"keeps, open, data, trash, impossible, subscriptions, load, family, pathetic, download","San Francisco, United States",male,2024-01-26
worst music app,negativo,negativo,0,"time, password, problem, code, error, service, support, account, problems, login","Montreal, Canada",male,2024-02-22
"bought beats solo 4, had a coupon for 3 months free, but no way to redeem the coupon on Android as headphones have to be hooked to an apple phone for coupon redemption.",negativo,negativo,2,"device, sign, buggy, poor, useless, audio, cancel, android, annoying, security","Houston, United States",male,2024-09-24
App is really clunky aside from the fact that music from really famous artists is missing in the indian library. Audio quality though is better than spotify and is the only reason i still use this app,negativo,negativo,4,"bugs, autoplay, downloaded, lossless, connection, samsung, issues, recommendations, lyrics, help","Tijuana, Mexico",male,2024-01-24
worse app ever seen in the world 😡😡😡😡😡😡😡,negativo,negativo,1,"keeps, open, data, trash, impossible, subscriptions, load, family, pathetic, download","Suva, Fiji",female,2025-10-09
Errors all the time.,negativo,negativo,0,"time, password, problem, code, error, service, support, account, problems, login","São Paulo, Brazil",male,2025-04-22
"Cannot select payment method, there is only none option which is pre selected, it is so frustrating. Before I was able to add payment method.",negativo,negativo,6,"payment, android, money, method, account, unable, option, auto, users, difficult","Dar es Salaam, Tanzania",male,2023-09-23
Apple supports BLM,negativo,negativo,3,"update, phone, crashes, search, fine, recent, offline, pixel, android, list","Berlin, Germany",male,2023-02-09
Add volume normalization. This is awful,negativo,negativo,1,"keeps, open, data, trash, impossible, subscriptions, load, family, pathetic, download","Port Moresby, Papua New Guinea",female,2025-09-03
Garbage app,negativo,negativo,0,"time, password, problem, code, error, service, support, account, problems, login","Cali, Colombia",male,2025-03-20
This app sucks and blows.,negativo,negativo,0,"time, password, problem, code, error, service, support, account, problems, login","Dakar, Senegal",male,2023-12-23
整個設計完全沒邏輯，同歌手的歌加歌單，順序明明選了照歌手排列，結果這破系統根本亂分。然後歌單裡同歌手的歌用查詢的不會全部出現，還要分別用英文跟中文的歌手名字查，才會出現不同首歌，開發者的腦子是不是有問題。,negativo,negativo,0,"time, password, problem, code, error, service, support, account, problems, login","San Antonio, United States",male,2024-12-09
"Why would I pay for something i can't even see if it will work. I don't fall for that free trial, because you're counting on the person forgetting. It's a cheap play. Let them try totally free at least a week or so. Then let them sign up with NO auto-renewal. That's the other trick I don't like either.",negativo,negativo,6,"payment, android, money, method, account, unable, option, auto, users, difficult","Tel Aviv, Israel",male,2023-05-30
I use Apple music here in Android and also in iOS but when I try to search a song the application finds nothing and I can't add music to my library either.,negativo,negativo,6,"payment, android, money, method, account, unable, option, auto, users, difficult","Nairobi, Kenya",male,2023-12-10
Way too many ads...,negativo,negativo,0,"time, password, problem, code, error, service, support, account, problems, login","Cancun, Mexico",male,2025-01-31
"Does not allow you to see other subscriptions and manage them like Apple tv+. Have to have I tunes according to the web to mange and cancel and have to have a iPhone to get it. Terrible way to manage apps, almost impossible to cancel a subscription.",negativo,negativo,1,"keeps, open, data, trash, impossible, subscriptions, load, family, pathetic, download","Phoenix, United States",male,2024-07-31
"I uninstalled apple music because as good of a deal it was and the music was great, everytime I used it it would stop playing after 2 or 3 songs. Everytime. I am hands-free guy who walks 4 dogs each morning and I don't have the option to fiddle around just to press play, only for it to happen again after 2 songs. Bad app",negativo,negativo,5,"access, devices, slow, trial, monthly, features, android, laggy, disappointed, cannot","Houston, United States",male,2024-10-21
It is very poor,negativo,negativo,2,"device, sign, buggy, poor, useless, audio, cancel, android, annoying, security","Boston, United States",male,2024-07-29
doesn't play music all the time,negativo,negativo,0,"time, password, problem, code, error, service, support, account, problems, login","Calgary, Canada",male,2024-03-08
نكماكم,negativo,negativo,0,"time, password, problem, code, error, service, support, account, problems, login","Philadelphia, United States",male,2024-05-07
Useless,negativo,negativo,2,"device, sign, buggy, poor, useless, audio, cancel, android, annoying, security","Guadalajara, Mexico",male,2025-01-08
Bad app,negativo,negativo,0,"time, password, problem, code, error, service, support, account, problems, login","Suva, Fiji",female,2025-12-16
"Great app for a beginner music lover, still needs a lot of development for it to reach excellent levels a music app can attain, inorder for a normal human being to fully appreciate a song or an album.",negativo,negativo,1,"keeps, open, data, trash, impossible, subscriptions, load, family, pathetic, download","Osaka, Japan",male,2023-07-22
That's a perfect poor 116,negativo,negativo,2,"device, sign, buggy, poor, useless, audio, cancel, android, annoying, security","Gold Coast, Australia",female,2025-10-20
I can't listen to music and it's fake,negativo,negativo,0,"time, password, problem, code, error, service, support, account, problems, login","Johannesburg, South Africa",male,2023-10-30
Used to work amazing on android but latley can't get it to open past main screen. Loved that is included in my plan but the issues latley are nothing short of a headache.,negativo,negativo,1,"keeps, open, data, trash, impossible, subscriptions, load, family, pathetic, download","Montreal, Canada",male,2024-06-25
I changed my mind about apple TV and want to cancel. Request keeps directing me to apple music. I guess apple wants to keep taking people's money.,negativo,negativo,1,"keeps, open, data, trash, impossible, subscriptions, load, family, pathetic, download","Johannesburg, South Africa",male,2023-10-14
how can i creat id,negativo,negativo,0,"time, password, problem, code, error, service, support, account, problems, login","Port Moresby, Papua New Guinea",female,2025-11-20
"Subscription Scam My iphones broke and I don't have other apple products. Tried to download this app months ago, and now 06/24/23. No difference: upon installing and opening I'm forever stuck on the boot loop. It's impossible to cancel subscriptions on the main site if you don't have a computer or suffered loss in your life of other apple products. Just got charged over 80 bucks that I had to contact my bank over because im literally barred from dealing w/ it. The site redirects to a broken app",negativo,negativo,2,"device, sign, buggy, poor, useless, audio, cancel, android, annoying, security","San Jose, United States",male,2025-01-08
I can't even access my library tells me to subscribe I do that for it to tell me you already have a plan smh,negativo,negativo,4,"bugs, autoplay, downloaded, lossless, connection, samsung, issues, recommendations, lyrics, help","Harare, Zimbabwe",male,2023-11-11
"I can't do payment, stuck on the very first try now payment loading page",negativo,negativo,6,"payment, android, money, method, account, unable, option, auto, users, difficult","Santiago, Chile",male,2025-06-11
"What an absolute waste of time trying to claim a free offer. Open the email, sign in, do 2FA. Proceed to payment details, it opens a pop-up, asks me to sign in and do 2FA again. I approve the transaction on my mobile banking app, but then my laptop says it requires a Mac, and my account on here says I don't have access. Absolutely useless user experience. I'd give 0 stars if I could.",negativo,negativo,6,"payment, android, money, method, account, unable, option, auto, users, difficult","Quebec City, Canada",male,2024-09-16
Guys please don't waste your time by downloading this app this app is so worst than Spotify,negativo,negativo,0,"time, password, problem, code, error, service, support, account, problems, login","Austin, United States",male,2024-07-27
I've created an apple id using the app twice and verified twice with the same details yet it won't move past the sign in page. Whenever I try signing in with The apple id I've created it tells me it doesn't exist even after doing it twice. I've entered my credit card to the account and I'm starting to worry what they'll use it for if I can't even access the id,negativo,negativo,1,"keeps, open, data, trash, impossible, subscriptions, load, family, pathetic, download","Chicago, United States",male,2024-03-28
I just want to play the music that I paid for.,negativo,negativo,0,"time, password, problem, code, error, service, support, account, problems, login","Cancun, Mexico",male,2024-03-22
Good,negativo,negativo,0,"time, password, problem, code, error, service, support, account, problems, login","Montevideo, Uruguay",male,2025-04-16
"The Apple Music app for Android is a total disappointment. Its implementation is shoddy at best, with constant freezes and abrupt exits that make using it a frustrating experience. What's worse is the lack of lock screen controls, leaving users stranded without the basic functionality they expect from a music app.",negativo,negativo,6,"payment, android, money, method, account, unable, option, auto, users, difficult","Karachi, Pakistan",male,2023-07-07
Really? I can't just run it on Sonos like everything else? FO.,negativo,negativo,4,"bugs, autoplay, downloaded, lossless, connection, samsung, issues, recommendations, lyrics, help","Dubai, United Arab Emirates",male,2023-04-19
"Poor search, doesn't find artitst I search for only pop songs with the same name",negativo,negativo,3,"update, phone, crashes, search, fine, recent, offline, pixel, android, list","Philadelphia, United States",male,2024-12-05
Buy,negativo,negativo,0,"time, password, problem, code, error, service, support, account, problems, login","Tripoli, Libya",male,2023-11-17
It's nonsense totally I didn't enjoy it,negativo,negativo,2,"device, sign, buggy, poor, useless, audio, cancel, android, annoying, security","Bangalore, India",male,2023-07-27
"Need to pay to listen to music in your library. As in, music you've already bought. Ridiculous.",negativo,negativo,2,"device, sign, buggy, poor, useless, audio, cancel, android, annoying, security","Singapore, Singapore",male,2023-07-01
"Why is trying to verify your own itunes and apple account so difficult! I'm not exactly trying to access the US military's secret database... it's absolutely ridiculous! Again, telling me my password is wrong when my phone saved it the last time I changed it... then needing a ******* apple device to be able to reset it again when I don't have access to one! Why does it have to be so hard! Stupid",negativo,negativo,5,"access, devices, slow, trial, monthly, features, android, laggy, disappointed, cannot","Birmingham, United Kingdom",male,2023-02-11
Does not work on my new Samsung phone,negativo,negativo,4,"bugs, autoplay, downloaded, lossless, connection, samsung, issues, recommendations, lyrics, help","Vancouver, Canada",male,2024-02-19
Bluetooth briefly disconnects and reconnects whenever a new song plays. Please update and fix this issue,negativo,negativo,3,"update, phone, crashes, search, fine, recent, offline, pixel, android, list","Dallas, United States",male,2024-12-12
Keeps crashing and app won't load,negativo,negativo,1,"keeps, open, data, trash, impossible, subscriptions, load, family, pathetic, download","Quito, Ecuador",male,2025-05-31
I have been using this app for years on my android. I used to really enjoy it as the lack of ads was nice. I don't know what they did recently but now the app is trash. It will not cue up a Playlist. When I click to play one song it plays a RANDOM song instead. I hit shuffle on a Playlist and the app will play one song and stop.,negativo,negativo,1,"keeps, open, data, trash, impossible, subscriptions, load, family, pathetic, download","Abuja, Nigeria",male,2023-11-07
Can not make a payment in my phone.,negativo,negativo,6,"payment, android, money, method, account, unable, option, auto, users, difficult","Warsaw, Poland",male,2023-01-11
Just keeps saying verify its rubbish to try and install. Will cancel subscription with EE,negativo,negativo,3,"update, phone, crashes, search, fine, recent, offline, pixel, android, list","Guangzhou, China",male,2023-07-17
Terrible app. Terrible company. Only downloaded to cancel a subscription. Apple is the worst.,negativo,negativo,3,"update, phone, crashes, search, fine, recent, offline, pixel, android, list","Warsaw, Poland",male,2023-03-29
Bad,negativo,negativo,0,"time, password, problem, code, error, service, support, account, problems, login","Seattle, United States",male,2024-02-13
"Refuses to turn off dolby atmos, no matter what. Makes music sound horrible. Glitchy interface, if you back out the app it becomes frozen and forces you back to the home screen away from thr album or artist you are currently on.",negativo,negativo,2,"device, sign, buggy, poor, useless, audio, cancel, android, annoying, security","Marseille, France",male,2022-12-11
Doesn't connect to Alexa from Samsung,negativo,negativo,5,"access, devices, slow, trial, monthly, features, android, laggy, disappointed, cannot","Medellín, Colombia",male,2025-03-17
Logging on with 2FA is impossible rendering this app useless,negativo,negativo,1,"keeps, open, data, trash, impossible, subscriptions, load, family, pathetic, download","Austin, United States",male,2024-08-20
Doesn't connect to my devices,negativo,negativo,5,"access, devices, slow, trial, monthly, features, android, laggy, disappointed, cannot","São Paulo, Brazil",male,2025-04-17
Unable to add payment method seriously?,negativo,negativo,6,"payment, android, money, method, account, unable, option, auto, users, difficult","Wellington, New Zealand",female,2025-09-22
Good,negativo,negativo,0,"time, password, problem, code, error, service, support, account, problems, login","Wellington, New Zealand",female,2025-08-24
Too many bugs. Not worth paying for.,negativo,negativo,6,"payment, android, money, method, account, unable, option, auto, users, difficult","Lusaka, Zambia",male,2023-10-10
Can't sign in because I don't have access to an IOS device,negativo,negativo,2,"device, sign, buggy, poor, useless, audio, cancel, android, annoying, security","Glasgow, United Kingdom",male,2023-03-23
actually decent for it's price but the issue of not being able to play my downloaded music even if i have a subscription is annoying,negativo,negativo,4,"bugs, autoplay, downloaded, lossless, connection, samsung, issues, recommendations, lyrics, help","Dar es Salaam, Tanzania",male,2024-01-07
lack !!!!!,negativo,negativo,1,"keeps, open, data, trash, impossible, subscriptions, load, family, pathetic, download","Medellín, Colombia",male,2025-07-26
"my app keeps pausing itself and skipping through songs, all while my navigation app goes on without a glitch",negativo,negativo,3,"update, phone, crashes, search, fine, recent, offline, pixel, android, list","Brisbane, Australia",female,2025-08-12
"Garbage... Does not load, doesn't matter where or what I'm connected to.",negativo,negativo,4,"bugs, autoplay, downloaded, lossless, connection, samsung, issues, recommendations, lyrics, help","Los Angeles, United States",male,2024-10-16
"App doesn't show you past transactions, or unsubscribe from active subscriptions. I am getting an error when trying to update the card address. It's almost like they are actively making it difficult to use their app on Android to punish us for switching from iphone! All of Apple is anti-consumer and now I'm afraid there is no way for me to stop getting overcharged for a YouTube subscription when I already signed up for it on my new phone once I had money.",negativo,negativo,0,"time, password, problem, code, error, service, support, account, problems, login","Rabat, Morocco",male,2023-12-18
"App doesn't work properly, not even the offline mode.",negativo,negativo,3,"update, phone, crashes, search, fine, recent, offline, pixel, android, list","Washington DC, United States",male,2024-09-06
"Unable to login, continues asking for payment details, fill them in properly and still nothing. After years with apple I suppose Spotify is a better option.",negativo,negativo,6,"payment, android, money, method, account, unable, option, auto, users, difficult","Jeddah, Saudi Arabia",male,2023-08-14
"i already payed for the subscription, and then AM suddenly logging out my account and tells that, my account subscription has ended, while i check on my playstore it says; my subscription available until 11 aug. like fix this apple good lorf",negativo,negativo,4,"bugs, autoplay, downloaded, lossless, connection, samsung, issues, recommendations, lyrics, help","Glasgow, United Kingdom",male,2023-03-15
"I've only been using the two Apple Music apps for a few days and I think that it's pretty good, but why do you need two different apps? I like the layout and the range of music available but what's annoying me is if I use the app THREE times i made a playlist and began listening to it only for the music to stop. I'd lost every track in the playlist so I made it again for the same thing to happen. I've never had anything like that happening on Spotify. Life's to short. Goodbye Apple Music apps.",negativo,negativo,4,"bugs, autoplay, downloaded, lossless, connection, samsung, issues, recommendations, lyrics, help","Valencia, Spain",male,2022-12-02
You apple com took monies from my debit card and I did not authorize. I want a refund. Now you are asking me to try it for free. Well why did take a payment?? I'm not with apple music so appl com refund my debit card asap not interested in apple music remove debit card info refund,negativo,negativo,1,"keeps, open, data, trash, impossible, subscriptions, load, family, pathetic, download","Paris, France",male,2022-12-13
I hate it when I accidentally play a radio and it ruins my whole queue. I am way too lazy to add songs to my playlist so I just add it to the queue and repeat everything. Whenever I press the wrong button or update this app it deletes and now I have to make the damn queue again. please fix it.,negativo,negativo,6,"payment, android, money, method, account, unable, option, auto, users, difficult","Brisbane, Australia",female,2025-09-24
"When I am busy working and playing Radio when I am busy working, as i can't find data of music every day as music without data is available and it's making person to focused on what I you doing so my mind should always be keeping focused where i am busy fore , and I am finishing my task quicker, instead of thinking lots of thinking , now I will be having music without data is good to myself, and I believe it will make my concertration very nice and focused on my duty time and gain and clear mind",negativo,negativo,1,"keeps, open, data, trash, impossible, subscriptions, load, family, pathetic, download","Washington DC, United States",male,2024-08-24
"Wow, what a disaster. First, I tried to sign in with my Apple ID. Didn't work, so I tried to make an account. It said the email was in use, but when I tried to sign in with that email it said there was no account. Then, the next button wouldn't work. Then, it kept saying my credit card was invalid. Then, It said in order to log in I needed to update my device to iOS 12 or later?? Oh also, it wouldn't accept any passwords for a while no matter how complex.",negativo,negativo,6,"payment, android, money, method, account, unable, option, auto, users, difficult","Chicago, United States",male,2024-02-01
Create a new account and couldn't get my free month in fact I don't remember ever getting a free month ever advertised even though I've made brand-new account using a brand new debit card,negativo,negativo,6,"payment, android, money, method, account, unable, option, auto, users, difficult","Bogotá, Colombia",male,2025-05-30
I paid for my subscription and my app isn't even working. Right now I am very disappointed,negativo,negativo,5,"access, devices, slow, trial, monthly, features, android, laggy, disappointed, cannot","Philadelphia, United States",male,2024-09-04
It is easy to use,negativo,negativo,0,"time, password, problem, code, error, service, support, account, problems, login","Busan, South Korea",male,2023-04-14
"Cannot play local music, everything needs internet connection.",negativo,negativo,3,"update, phone, crashes, search, fine, recent, offline, pixel, android, list","Calgary, Canada",male,2025-01-18
